Date,Place,IMO number,Ship Name,Callsign,MMSI,Flag,Deficiencies,Detention,Ship Risk Profile
05.11.2019,Kuala Terengganu (Malaysia),7349388,SEAFORD,V3BR,312646000,Belize,0,no,Standard Risk Ship
05.11.2019,"Bintulu, Sarawak (Malaysia)",9510553,TIGER SUMMER,VRLF5,477305300,"Hong Kong, China",0,no,Low Risk Ship
05.11.2019,Sarikei (Malaysia),9558995,EASTERN AMAZON,VRGH6,477685500,"Hong Kong, China",0,no,Low Risk Ship
05.11.2019,Tanjung Pelepas (Malaysia),9891531,CAS,YB3886,525400976,Indonesia,2,no,
04.11.2019,"Sandakan, Sabah (Malaysia)",9156802,SPRING ROSETTA,VRGX7,477779900,"Hong Kong, China",1,no,Low Risk Ship
04.11.2019,Penang (Malaysia),9457658,WAN HAI 516,9V7582,566886000,Singapore,0,no,Low Risk Ship
04.11.2019,"Kota Kinabalu, Sabah (Malaysia)",9181508,OCEAN DIAMOND,V7PT7,538003285,Marshall Islands,0,no,High Risk Ship
04.11.2019,"Kota Kinabalu, Sabah (Malaysia)",9181508,OCEAN DIAMOND,V7PT7,538003285,Marshall Islands,5,no,
04.11.2019,"Kota Kinabalu, Sabah (Malaysia)",9149823,VLADIVOSTOK,H8BF,356217000,Panama,0,no,High Risk Ship
04.11.2019,Port Kelang (Malaysia),9542491,FORTUNE DAISY,VRHV5,477892500,"Hong Kong, China",0,no,Low Risk Ship
04.11.2019,"Kuching, Sarawak (Malaysia)",9664940,HAI HA 388,3WJO9,574001810,Vietnam,0,no,Low Risk Ship
03.11.2019,"Bintulu, Sarawak (Malaysia)",9182497,BEST TRADER M,3FEH2,356540000,Panama,0,no,Low Risk Ship
03.11.2019,"Pasir Gudang, Johor (Malaysia)",9035852,SHAHAMAH,ELQX7,636010085,Liberia,0,no,Standard Risk Ship
02.11.2019,"Lahad Datu, Sabah (Malaysia)",9401398,GLOBAL SATURN,3FOR4,357598000,Panama,0,no,High Risk Ship
01.11.2019,Kuantan (Malaysia),9355599,TAY SON 3,3WMV,574624000,Vietnam,7,no,
01.11.2019,Kuantan (Malaysia),9754161,INTERLINK ETERNITY,V7NM9,538006480,Marshall Islands,0,no,Standard Risk Ship
01.11.2019,"Kuching, Sarawak (Malaysia)",9293870,VANTAGE KEY,D5GT7,636016563,Liberia,0,no,High Risk Ship
01.11.2019,Penang (Malaysia),9235593,KMTC QINGDAO,DSQT9,441702000,"Korea, Republic of",0,no,High Risk Ship
31.10.2019,Tanjung Pelepas (Malaysia),8984680,SABANG MARINDO II,YB3377,525011017,Indonesia,5,no,
31.10.2019,Kuantan (Malaysia),8657809,XIN YANG 688,V3QE9,312078000,Belize,17,no,
31.10.2019,Kuantan (Malaysia),9163477,FORTUNE LORD,3EPF6,370524000,Panama,3,no,High Risk Ship
31.10.2019,Tanjung Pelepas (Malaysia),9891531,CAS,YB3886,525400976,Indonesia,2,no,Standard Risk Ship
31.10.2019,Port Kelang (Malaysia),9276315,PRINCESS OPAL,HOSM,356446000,Panama,0,no,Standard Risk Ship
30.10.2019,"Kuching, Sarawak (Malaysia)",9483487,KOTA DUTA,9V8167,565780000,Singapore,0,no,Standard Risk Ship
30.10.2019,"Kuching, Sarawak (Malaysia)",9599808,OCEAN 29,3WIL9,574001910,Vietnam,0,no,Low Risk Ship
30.10.2019,"Kuching, Sarawak (Malaysia)",9508483,BBC XINGANG,V2GC3,305885000,Antigua and Barbuda,7,no,
30.10.2019,Port Kelang (Malaysia),9081045,RM 1,HSB5628,567001970,Thailand,3,no,Standard Risk Ship
29.10.2019,Tanjung Pelepas (Malaysia),0,YTC 23,,0,Singapore,3,no,
29.10.2019,"Kota Kinabalu, Sabah (Malaysia)",9148805,ELINE ENTERPRISE,POCJ,525005114,Indonesia,1,no,High Risk Ship
29.10.2019,Port Kelang (Malaysia),9511351,HOSEI OCEAN,3ESH7,370304000,Panama,0,no,Low Risk Ship
28.10.2019,"Kuching, Sarawak (Malaysia)",9210000,FUJITRANS WORLD,D5FO6,636016327,Liberia,0,no,Low Risk Ship
28.10.2019,"Kuching, Sarawak (Malaysia)",9840726,MAERSK SONGKHLA,9V6006,563091100,Singapore,0,no,Standard Risk Ship
26.10.2019,"Kuching, Sarawak (Malaysia)",9140449,SENNA,HSB4262,567359000,Thailand,0,no,Low Risk Ship
24.10.2019,Tanjung Pelepas (Malaysia),9308156,OCEAN PLUTO,S6CB8,565405000,Singapore,1,no,
24.10.2019,Malacca (Malaysia),9578701,PIONEER 3705,9V8392,564082000,Singapore,1,no,Standard Risk Ship
24.10.2019,"Bintulu, Sarawak (Malaysia)",8820810,V. L. 10,HSB3445,567050200,Thailand,1,no,High Risk Ship
24.10.2019,Kerteh (Malaysia),9212474,DAI NAM,3WRY,574457000,Vietnam,5,no,
23.10.2019,Muar (Malaysia),8998241,MULIA KENCANA 99,YB3399,525015300,Indonesia,4,no,
23.10.2019,Muar (Malaysia),8998241,MULIA KENCANA 99,YB3399,525015300,Indonesia,0,no,Standard Risk Ship
23.10.2019,Port Kelang (Malaysia),9726449,SAROCHA NAREE,9V5464,563020100,Singapore,2,no,Standard Risk Ship
23.10.2019,"Kuching, Sarawak (Malaysia)",9824863,LT AMBER,9V5431,563037700,Singapore,0,no,Low Risk Ship
23.10.2019,Penang (Malaysia),9363390,LEO PERDANA,3ENH8,355656000,Panama,0,no,Standard Risk Ship
23.10.2019,"Pasir Gudang, Johor (Malaysia)",9279630,SINAR MASELA,YCQP2,525109005,Indonesia,0,no,High Risk Ship
23.10.2019,"Kuching, Sarawak (Malaysia)",9649093,DENSA HAWK,9HA3146,229202000,Malta,0,no,High Risk Ship
23.10.2019,Penang (Malaysia),9379935,MAIPO RIVER,VREZ3,477197600,"Hong Kong, China",0,no,Low Risk Ship
22.10.2019,"Bintulu, Sarawak (Malaysia)",9486245,EQUINOX,T2EU5,572145220,Tuvalu,0,no,Low Risk Ship
22.10.2019,Penang (Malaysia),9314923,KMTC HOCHIMINH,D7BM,440147000,"Korea, Republic of",0,no,Low Risk Ship
22.10.2019,Port Kelang (Malaysia),9153082,ALS SUZURAN,9V2581,564405000,Singapore,0,no,Standard Risk Ship
22.10.2019,Port Kelang (Malaysia),9203631,YM PINE,A8HD3,636012706,Liberia,1,no,High Risk Ship
22.10.2019,"Kuching, Sarawak (Malaysia)",9561019,OCEAN 39,3WKE9,574002030,Vietnam,0,no,Low Risk Ship
22.10.2019,"Kuching, Sarawak (Malaysia)",9505388,VERITY,9VVD7,563432000,Singapore,0,no,Low Risk Ship
22.10.2019,Kerteh (Malaysia),9310769,HTK FORTUNE,XVFK7,574004470,Vietnam,2,no,
21.10.2019,Kerteh (Malaysia),0,YTC 31,,0,Belize,2,no,
21.10.2019,Kerteh (Malaysia),0,YTC BARGE 53,,0,Mongolia,0,no,
21.10.2019,"Lahad Datu, Sabah (Malaysia)",9749740,SOUTHERN TURKEY,D5QB4,636018519,Liberia,0,no,Low Risk Ship
21.10.2019,"Lahad Datu, Sabah (Malaysia)",9363869,BAY YASU,3ETR3,370646000,Panama,0,no,Low Risk Ship
21.10.2019,Penang (Malaysia),9664160,NEW AUDACITY,3EWE9,352566000,Panama,0,no,Standard Risk Ship
21.10.2019,Muar (Malaysia),8690875,INDAH LAUT 2202,YDA3684,525018359,Indonesia,2,no,
21.10.2019,"Sandakan, Sabah (Malaysia)",9546019,SILK ROAD LIANG HUI,BUAI,413213610,China,2,no,Standard Risk Ship
20.10.2019,Kerteh (Malaysia),9310769,HTK FORTUNE,XVFK7,574004470,Vietnam,3,no,High Risk Ship
20.10.2019,Kerteh (Malaysia),9310769,HTK FORTUNE,XVFK7,574004470,Vietnam,8,no,
18.10.2019,Penang (Malaysia),9135511,GOLDEN SUN,3FSW9,351798000,Panama,3,no,High Risk Ship
18.10.2019,"Kuching, Sarawak (Malaysia)",9435791,TROMSO,C6XL5,311013300,Bahamas,0,no,Low Risk Ship
18.10.2019,"Kuching, Sarawak (Malaysia)",9567348,TROPICAL BINTANG,3FRW4,357987000,Panama,0,no,Standard Risk Ship
17.10.2019,"Labuan, Sabah (Malaysia)",9427689,CORAL,POKS,525015940,Indonesia,12,no,
17.10.2019,"Lahad Datu, Sabah (Malaysia)",9330587,CHEMBULK SINGAPORE,V7PR7,538006657,Marshall Islands,0,no,Low Risk Ship
17.10.2019,"Lahad Datu, Sabah (Malaysia)",9330587,CHEMBULK SINGAPORE,V7PR7,538006657,Marshall Islands,1,no,
17.10.2019,"Lahad Datu, Sabah (Malaysia)",9633848,EASTERN CORAL,VRJZ2,477739500,"Hong Kong, China",0,no,Standard Risk Ship
17.10.2019,"Kota Kinabalu, Sabah (Malaysia)",9525675,AN THINH PHU 08,XVNG,574932000,Vietnam,3,no,Standard Risk Ship
17.10.2019,"Pasir Gudang, Johor (Malaysia)",9032410,TRANS NUSANTARA,JZMA,525200030,Indonesia,4,no,High Risk Ship
17.10.2019,"Lahad Datu, Sabah (Malaysia)",9656711,XIN FENG HAI 8,BLFH4,413446170,China,0,no,Standard Risk Ship
17.10.2019,"Pasir Gudang, Johor (Malaysia)",9854571,MDM EXPRESS,YD3803,525200061,Indonesia,0,no,High Risk Ship
17.10.2019,Tanjung Pelepas (Malaysia),9176981,EM SPLENDOUR,V7FN2,538005621,Marshall Islands,1,no,
15.10.2019,"Bintulu, Sarawak (Malaysia)",9421283,GS FUTURE,9V2529,564284000,Singapore,3,no,Low Risk Ship
15.10.2019,Sarikei (Malaysia),9468217,COPACABANA,A8YQ8,636015110,Liberia,1,no,Low Risk Ship
15.10.2019,"Lahad Datu, Sabah (Malaysia)",8806254,ASIA CEMENT NO. 3,BLBM,416124000,"Taiwan, Province of China",0,no,Standard Risk Ship
15.10.2019,"Lahad Datu, Sabah (Malaysia)",8806254,ASIA CEMENT NO. 3,BLBM,416124000,"Taiwan, Province of China",5,no,
15.10.2019,"Lahad Datu, Sabah (Malaysia)",9458808,UACC YANBU,V7FS5,538005653,Marshall Islands,0,no,Standard Risk Ship
15.10.2019,"Lahad Datu, Sabah (Malaysia)",9326378,DUBAI CROWN,3ECB,371286000,Panama,0,no,Standard Risk Ship
15.10.2019,"Bintulu, Sarawak (Malaysia)",9197179,SN QUEEN,3FPI9,371157000,Panama,0,no,Low Risk Ship
15.10.2019,Port Kelang (Malaysia),9609627,SCARLET ROSELLA,HOXV,355872000,Panama,0,no,Standard Risk Ship
15.10.2019,Port Kelang (Malaysia),9609627,SCARLET ROSELLA,HOXV,355872000,Panama,5,no,
15.10.2019,Port Kelang (Malaysia),9554212,GLORIA GALAXY,3FFR,352355000,Panama,0,no,High Risk Ship
15.10.2019,"Labuan, Sabah (Malaysia)",9770191,POSH ELEGANCE,9V3415,566800000,Singapore,1,no,
14.10.2019,Port Kelang (Malaysia),9109861,JASMIN QUEEN,5VHQ2,671210100,Togo,4,no,Standard Risk Ship
13.10.2019,"Bintulu, Sarawak (Malaysia)",9346160,TESORO,V7LL3,538007392,Marshall Islands,0,no,Low Risk Ship
13.10.2019,"Bintulu, Sarawak (Malaysia)",9460318,CASTLEGATE,D5DK3,636015902,Liberia,0,no,Standard Risk Ship
13.10.2019,"Bintulu, Sarawak (Malaysia)",9323558,KANG HONG,BOCB7,412348000,China,0,no,Low Risk Ship
13.10.2019,"Pasir Gudang, Johor (Malaysia)",9074652,UMM AL ASHTAN,ELUD4,636010647,Liberia,0,no,High Risk Ship
12.10.2019,"Bintulu, Sarawak (Malaysia)",9801419,BITUMEN HIKARI,3FSO2,374183000,Panama,2,no,
12.10.2019,"Bintulu, Sarawak (Malaysia)",9801419,BITUMEN HIKARI,3FSO2,374183000,Panama,0,no,High Risk Ship
11.10.2019,"Kuching, Sarawak (Malaysia)",9167693,TRANSCO SKY,3WAG,574948000,Vietnam,2,no,Standard Risk Ship
11.10.2019,Kuantan (Malaysia),9333709,TIMU,3EDG8,371617000,Panama,0,no,Standard Risk Ship
11.10.2019,"Labuan, Sabah (Malaysia)",9427689,CORAL,POKS,525015940,Indonesia,12,no,Standard Risk Ship
11.10.2019,Port Kelang (Malaysia),9353682,WIKANDA NAREE,HSCV,567273000,Thailand,1,no,Standard Risk Ship
10.10.2019,Tanjung Pelepas (Malaysia),9116400,SEA EQUATORIAL,J7DW4,325897000,Dominica,0,no,Standard Risk Ship
10.10.2019,Sarikei (Malaysia),8513883,EXCEL,HSB5451,567001910,Thailand,43,no,
10.10.2019,"Kota Kinabalu, Sabah (Malaysia)",9292450,AS FENJA,D5QK8,636092840,Liberia,0,no,Standard Risk Ship
10.10.2019,Penang (Malaysia),9202182,UNI-PERFECT,3FZE9,357979000,Panama,0,no,Standard Risk Ship
10.10.2019,"Labuan, Sabah (Malaysia)",9770191,POSH ELEGANCE,9V3415,566800000,Singapore,2,no,Standard Risk Ship
10.10.2019,"Labuan, Sabah (Malaysia)",9483061,NPP NUSANTARA,PLLN,525003280,Indonesia,4,no,Standard Risk Ship
10.10.2019,"Kuching, Sarawak (Malaysia)",9847047,GLORY HONOR,9V6131,563081800,Singapore,0,no,Low Risk Ship
10.10.2019,"Kuching, Sarawak (Malaysia)",9847047,GLORY HONOR,9V6131,563081800,Singapore,2,no,
10.10.2019,Muar (Malaysia),8545991,OCEANNA,YB3622,525300490,Indonesia,3,no,Standard Risk Ship
10.10.2019,Lumut (Malaysia),9439591,HEBEI CHALLENGER,VRHD9,477826800,"Hong Kong, China",0,no,Low Risk Ship
09.10.2019,Lumut (Malaysia),9533488,VISHVA VINAY,AVLX,419000311,India,2,no,High Risk Ship
09.10.2019,Lumut (Malaysia),9533488,VISHVA VINAY,AVLX,419000311,India,2,no,
09.10.2019,Port Kelang (Malaysia),9477646,VENUS TRIUMPH,3FWK2,354925000,Panama,1,no,High Risk Ship
09.10.2019,Malacca (Malaysia),9102265,EM VITALITY,E5U3708,518100797,Cook Islands,0,no,Standard Risk Ship
09.10.2019,Kuantan (Malaysia),9146601,JIAN HUI,H8VU,373886000,Panama,0,no,High Risk Ship
09.10.2019,"Pasir Gudang, Johor (Malaysia)",8902333,AEGEAN PARADISE,3EQQ5,374274000,Panama,4,no,
09.10.2019,Tanjung Pelepas (Malaysia),9176981,EM SPLENDOUR,V7FN2,538005621,Marshall Islands,1,no,Low Risk Ship
09.10.2019,"Bintulu, Sarawak (Malaysia)",9231585,UNI RICH,3FTP7,357402000,Panama,0,no,Standard Risk Ship
09.10.2019,"Bintulu, Sarawak (Malaysia)",9231585,UNI RICH,3FTP7,357402000,Panama,1,no,
09.10.2019,"Bintulu, Sarawak (Malaysia)",9526708,HANNAH,VRPO3,477810800,"Hong Kong, China",0,no,Standard Risk Ship
08.10.2019,"Kuching, Sarawak (Malaysia)",9564102,HAI HA 58,3WCG9,574000960,Vietnam,2,no,Standard Risk Ship
08.10.2019,Penang (Malaysia),9429053,ROSLYN,VRRO2,477153400,"Hong Kong, China",0,no,Standard Risk Ship
08.10.2019,Penang (Malaysia),9429053,ROSLYN,VRRO2,477153400,"Hong Kong, China",3,no,
08.10.2019,"Kuching, Sarawak (Malaysia)",9128673,SENNA 8,HSB6461,567564000,Thailand,0,no,High Risk Ship
07.10.2019,"Bintulu, Sarawak (Malaysia)",9640401,ARAWANA,T2ZF4,572911210,Tuvalu,0,no,High Risk Ship
07.10.2019,Penang (Malaysia),9790062,EVER BUILD,3ELY7,370616000,Panama,0,no,Standard Risk Ship
07.10.2019,Port Kelang (Malaysia),9178393,MERATUS MEDAN 5,YBCW2,525025103,Indonesia,3,no,High Risk Ship
07.10.2019,Port Kelang (Malaysia),9257723,PETROLIMEX 16,3WZP,574252000,Vietnam,0,no,Standard Risk Ship
07.10.2019,Penang (Malaysia),9583237,PORT STAR,3FNZ3,373332000,Panama,0,no,Low Risk Ship
07.10.2019,Penang (Malaysia),9583237,PORT STAR,3FNZ3,373332000,Panama,1,no,
07.10.2019,Tanjung Pelepas (Malaysia),9890941,DOLPHIN 5,YC3104,525400624,Indonesia,2,no,Standard Risk Ship
07.10.2019,"Pasir Gudang, Johor (Malaysia)",8434439,OCEANNA 7,YB3642,525100100,Indonesia,3,no,Standard Risk Ship
07.10.2019,"Kuching, Sarawak (Malaysia)",9565285,HAI PHUONG SEA,3WHB,574946000,Vietnam,3,no,Standard Risk Ship
06.10.2019,"Kota Kinabalu, Sabah (Malaysia)",9357523,TORRES STRAIT,D5QU4,636092854,Liberia,1,no,High Risk Ship
05.10.2019,"Kota Kinabalu, Sabah (Malaysia)",9344801,EL ZORRO,V7LV7,538002815,Marshall Islands,0,no,Low Risk Ship
05.10.2019,"Bintulu, Sarawak (Malaysia)",9634892,ES NEPTUNE,3FEK3,373371000,Panama,0,no,Standard Risk Ship
05.10.2019,"Bintulu, Sarawak (Malaysia)",9749702,SOUTHERN UNICORN,D5RT2,636018865,Liberia,0,no,Low Risk Ship
04.10.2019,"Lahad Datu, Sabah (Malaysia)",9635987,JIAN AN 81,V3IP2,312722000,Belize,0,no,High Risk Ship
04.10.2019,"Lahad Datu, Sabah (Malaysia)",9635987,JIAN AN 81,V3IP2,312722000,Belize,2,no,
04.10.2019,"Lahad Datu, Sabah (Malaysia)",9119062,LUCKY STAR 11,T8A2568,511482000,Palau,0,no,Standard Risk Ship
04.10.2019,"Lahad Datu, Sabah (Malaysia)",9172258,MELATI 5,VRND4,477117800,"Hong Kong, China",0,no,Low Risk Ship
04.10.2019,Port Kelang (Malaysia),9573995,PACIFIC LEGEND,HPSH,351104000,Panama,0,no,Standard Risk Ship
04.10.2019,Kuantan (Malaysia),9509621,SAN MARINO TRADE,A8UR2,636018714,Liberia,1,no,Low Risk Ship
04.10.2019,"Kuching, Sarawak (Malaysia)",9455571,BMC CAPO,3FRW3,373463000,Panama,0,no,Standard Risk Ship
04.10.2019,"Kota Kinabalu, Sabah (Malaysia)",9279214,BIENDONG MARINER,3WKL,574260000,Vietnam,1,no,High Risk Ship
03.10.2019,"Lahad Datu, Sabah (Malaysia)",9065089,BERGPRAI,HSB3068,567041400,Thailand,2,no,Standard Risk Ship
03.10.2019,Lumut (Malaysia),9593969,ORE KOREA,VRPY7,477913500,"Hong Kong, China",0,no,Low Risk Ship
03.10.2019,Penang (Malaysia),9249207,EVER PEACE,H9VC,354194000,Panama,0,no,Standard Risk Ship
03.10.2019,Port Kelang (Malaysia),9326328,SHANGHAI SPIRIT,VRDO4,477007200,"Hong Kong, China",1,no,High Risk Ship
03.10.2019,Tanjung Pelepas (Malaysia),8984680,SABANG MARINDO II,YB3377,525011017,Indonesia,6,no,Standard Risk Ship
03.10.2019,Port Kelang (Malaysia),8734607,SHENG YONG 3,E6DP2,542186110,Niue,7,no,
02.10.2019,Kerteh (Malaysia),9578050,PINTAIL,5BDT3,209102000,Cyprus,0,no,High Risk Ship
02.10.2019,Tanjung Pelepas (Malaysia),9196618,AQUARIUS STAR,HSB7121,567581000,Thailand,1,no,High Risk Ship
02.10.2019,"Pasir Gudang, Johor (Malaysia)",9537020,NORD COPENHAGEN,3FNV7,373334000,Panama,0,no,Low Risk Ship
02.10.2019,"Kuching, Sarawak (Malaysia)",9217814,VANDON SEA,T3VJ2,529899000,Kiribati,2,no,Standard Risk Ship
02.10.2019,"Kuching, Sarawak (Malaysia)",9334105,TAN CANG GLORY,XVFA9,574002930,Vietnam,0,no,High Risk Ship
02.10.2019,Penang (Malaysia),9532276,ST ISLAND,D5ML9,636017733,Liberia,0,no,Standard Risk Ship
01.10.2019,"Pasir Gudang, Johor (Malaysia)",8902333,AEGEAN PARADISE,3EQQ5,374274000,Panama,0,no,Low Risk Ship
01.10.2019,"Pasir Gudang, Johor (Malaysia)",9074640,AL HAMRA,ELTL9,636010544,Liberia,0,no,High Risk Ship
01.10.2019,Port Kelang (Malaysia),9355109,GRANDWAY STAR,3EHY9,372295000,Panama,0,no,Low Risk Ship
01.10.2019,Penang (Malaysia),8700498,ZHEN HUA 29,VRFE8,477622600,"Hong Kong, China",0,no,Standard Risk Ship
30.09.2019,"Bintulu, Sarawak (Malaysia)",9348510,THERESA LIBRA,9VCM2,565203000,Singapore,0,no,High Risk Ship
30.09.2019,Kuantan (Malaysia),9608946,PING AN SONG,BOEH,413471950,China,0,no,Low Risk Ship
30.09.2019,Penang (Malaysia),9270476,XIN XIA MEN,BPBB,413065000,China,0,no,High Risk Ship
30.09.2019,Penang (Malaysia),9457660,WAN HAI 517,9V7583,566942000,Singapore,0,no,Low Risk Ship
30.09.2019,Port Kelang (Malaysia),9764001,RECCO,V7RH9,538006800,Marshall Islands,0,no,Low Risk Ship
29.09.2019,Tanjung Pelepas (Malaysia),9083457,SPINNER DOLPHIN,E6QH2,542444110,Niue,10,no,Standard Risk Ship
29.09.2019,Tanjung Pelepas (Malaysia),9631577,BINA MARINE 81,9V9382,563018780,Singapore,3,no,Standard Risk Ship
29.09.2019,"Bintulu, Sarawak (Malaysia)",9564176,NASHICO 06,3WVL,574538000,Vietnam,2,no,Standard Risk Ship
29.09.2019,"Bintulu, Sarawak (Malaysia)",9607007,GLOVIS MELODY,C6ZS5,311064800,Bahamas,0,no,Standard Risk Ship
29.09.2019,"Pasir Gudang, Johor (Malaysia)",9174517,WATERFRONT 1,9V5524,564426000,Singapore,3,no,High Risk Ship
29.09.2019,Muar (Malaysia),0,BAHARI 2505,,0,Singapore,0,no,
29.09.2019,Muar (Malaysia),8690875,INDAH LAUT 2202,YDA3684,525018359,Indonesia,4,no,Standard Risk Ship
29.09.2019,Muar (Malaysia),0,BINA MARINE 62,,0,Singapore,2,no,Standard Risk Ship
29.09.2019,Muar (Malaysia),9631931,BINA MARINE 71,9V9487,563019050,Singapore,3,no,Standard Risk Ship
29.09.2019,Muar (Malaysia),8695710,OCEAN EXPRESS 3,YB3398,525100977,Indonesia,6,no,High Risk Ship
28.09.2019,"Bintulu, Sarawak (Malaysia)",9186716,VIRGO,T2SM4,572749210,Tuvalu,0,no,Low Risk Ship
28.09.2019,"Bintulu, Sarawak (Malaysia)",9584293,EAST AYUTTHAYA,HSB6299,567025000,Thailand,0,no,High Risk Ship
28.09.2019,"Bintulu, Sarawak (Malaysia)",9367164,STAR 126,3WNQ,574342000,Vietnam,0,no,Standard Risk Ship
28.09.2019,"Bintulu, Sarawak (Malaysia)",9509267,BM UNION,3FBC7,370658000,Panama,0,no,Standard Risk Ship
27.09.2019,"Bintulu, Sarawak (Malaysia)",9609263,SEA DRAGON 9999,3WGO9,574001410,Vietnam,2,no,High Risk Ship
27.09.2019,"Bintulu, Sarawak (Malaysia)",9154854,JUMANA,3FIH8,353070000,Panama,0,no,High Risk Ship
27.09.2019,"Kuching, Sarawak (Malaysia)",9511363,HOSEI 8,3ETH6,370562000,Panama,0,no,Low Risk Ship
27.09.2019,Kuantan (Malaysia),9166663,WAN AN,3FBV3,356444000,Panama,2,no,
27.09.2019,"Kuching, Sarawak (Malaysia)",9631723,TRUONG MINH STAR,3WST7,574003690,Vietnam,2,no,High Risk Ship
27.09.2019,Penang (Malaysia),9609641,ORCHID EXPRESS,V7BZ9,538005223,Marshall Islands,0,no,Low Risk Ship
27.09.2019,Port Kelang (Malaysia),8734607,SHENG YONG 3,E6DP2,542186110,Niue,7,no,High Risk Ship
26.09.2019,"Bintulu, Sarawak (Malaysia)",9474785,GENCO LORRAINE,V7HU2,538002820,Marshall Islands,0,no,Low Risk Ship
26.09.2019,"Bintulu, Sarawak (Malaysia)",9446130,YUAN SHUN HAI,3FZO2,353863000,Panama,0,no,Standard Risk Ship
26.09.2019,Tanjung Pelepas (Malaysia),2611360,DOLPHIN 3,YB3370,525019152,Indonesia,2,no,High Risk Ship
26.09.2019,Tanjung Pelepas (Malaysia),8524650,PUTRI ANGGRENI 05,YB3345,525100864,Indonesia,3,no,Standard Risk Ship
26.09.2019,Kuantan (Malaysia),9100504,YONG DA 9,3EZT2,372629000,Panama,9,no,
26.09.2019,"Sandakan, Sabah (Malaysia)",9620293,QUEEN YAN,VRIS5,477795600,"Hong Kong, China",0,no,Low Risk Ship
26.09.2019,"Lahad Datu, Sabah (Malaysia)",9112832,ASIA CEMENT NO. 6,BLEZ,416252000,"Taiwan, Province of China",0,no,Standard Risk Ship
25.09.2019,"Kota Kinabalu, Sabah (Malaysia)",9634684,MCC SHANGHAI,V2GK4,305969000,Antigua and Barbuda,0,no,Standard Risk Ship
25.09.2019,"Bintulu, Sarawak (Malaysia)",8603248,WISDOM,HSB5241,567065200,Thailand,3,no,Standard Risk Ship
25.09.2019,"Bintulu, Sarawak (Malaysia)",9582582,FENG HAI 21,BYDR,413464980,China,0,no,Standard Risk Ship
25.09.2019,"Kota Kinabalu, Sabah (Malaysia)",9634684,MCC SHANGHAI,V2GK4,305969000,Antigua and Barbuda,3,no,
25.09.2019,Port Kelang (Malaysia),9248681,WAN HAI 311,S6AS5,563485000,Singapore,0,no,High Risk Ship
25.09.2019,Kerteh (Malaysia),0,YTC TUG II,V3TZ7,0,Belize,1,no,
25.09.2019,Penang (Malaysia),9260653,EXCELLENT PESCADORES,HORK,356291000,Panama,1,no,Standard Risk Ship
25.09.2019,Penang (Malaysia),9352418,NAVIOS DESTINY,V7PS5,538003278,Marshall Islands,6,no,
25.09.2019,Penang (Malaysia),9352418,NAVIOS DESTINY,V7PS5,538003278,Marshall Islands,0,no,High Risk Ship
25.09.2019,"Bintulu, Sarawak (Malaysia)",9383508,VIGOR SW,3EXV3,352721000,Panama,0,no,Standard Risk Ship
25.09.2019,"Bintulu, Sarawak (Malaysia)",9070797,MINXI,3EXL6,354914000,Panama,2,no,High Risk Ship
25.09.2019,"Bintulu, Sarawak (Malaysia)",9111591,ANA OCEAN,3FAA2,356437000,Panama,0,no,High Risk Ship
25.09.2019,"Lahad Datu, Sabah (Malaysia)",9837559,GLOBAL EOS,3ERG8,355984000,Panama,0,no,Low Risk Ship
25.09.2019,Muar (Malaysia),8688860,BATAVIA,YB3404,525005395,Indonesia,3,no,Standard Risk Ship
24.09.2019,"Bintulu, Sarawak (Malaysia)",9685891,RIGEL,T2DP5,572116220,Tuvalu,0,no,Low Risk Ship
24.09.2019,Kuala Terengganu (Malaysia),9246841,JING SHUN,VRNJ9,477848300,"Hong Kong, China",2,no,
24.09.2019,"Kota Kinabalu, Sabah (Malaysia)",9605073,ATROMITOS L,V7IU9,538007387,Marshall Islands,0,no,Low Risk Ship
24.09.2019,"Pasir Gudang, Johor (Malaysia)",9864370,CITRA LEGACY 3,YB3813,525200367,Indonesia,2,no,Standard Risk Ship
24.09.2019,"Pasir Gudang, Johor (Malaysia)",9864370,CITRA LEGACY 3,YB3813,525200367,Indonesia,4,no,
24.09.2019,"Pasir Gudang, Johor (Malaysia)",8528450,SAMUDRA JAYA 88,YB3375,525016744,Indonesia,2,no,High Risk Ship
23.09.2019,"Kuching, Sarawak (Malaysia)",9643996,LOTUS CORAL,3EXZ8,354555000,Panama,0,no,Low Risk Ship
23.09.2019,Kerteh (Malaysia),9284489,FAREAST HOPE,VRPM6,477027800,"Hong Kong, China",0,no,Standard Risk Ship
23.09.2019,"Kota Kinabalu, Sabah (Malaysia)",9194816,JUI HO,BNJF,416322000,"Taiwan, Province of China",0,no,Standard Risk Ship
23.09.2019,Port Kelang (Malaysia),9440394,SEACON 9,3EZM4,373519000,Panama,1,no,Standard Risk Ship
21.09.2019,"Kota Kinabalu, Sabah (Malaysia)",9691319,JASMINE CORAL,3FST5,356028000,Panama,0,no,Low Risk Ship
21.09.2019,"Kota Kinabalu, Sabah (Malaysia)",9177480,DINA OCEAN,H9QD,355735000,Panama,0,no,Standard Risk Ship
21.09.2019,Kuantan (Malaysia),9579274,GUO YUAN 18,BFFX,414071000,China,1,no,
20.09.2019,Penang (Malaysia),9345972,APL ATLANTA,3EDF7,352385000,Panama,0,no,High Risk Ship
